person1,person2,relationship,family
Q625927,Q3292808,parent - child,2066
Q131660,Q3292808,parent - child,2066
Q6097251,Q3293928,parent - child,5012
Q552876,Q3293944,parent - child,18
Q4559599,Q3321312,parent - child,4059
Q9048044,Q3321388,parent - child,5951
Q6006689,Q3323394,parent - child,5096
Q3156992,Q3327059,parent - child,659
Q2074907,Q3327520,parent - child,5533
Q210134,Q3329419,parent - child,4776
Q460521,Q3331066,parent - child,5677
Q75798492,Q3339775,parent - child,2253
Q3436477,Q3341065,parent - child,4395
Q3289184,Q3341082,parent - child,598
Q5253680,Q3341179,parent - child,1463
Q435063,Q3341546,parent - child,304
Q490887,Q3341546,parent - child,304
Q337226,Q3341887,parent - child,2902
Q13020322,Q3342244,parent - child,5523
Q1789876,Q3342316,parent - child,2256
Q13430191,Q3342916,parent - child,975
Q268910,Q3343458,parent - child,1186
Q762261,Q3344886,parent - child,2483
Q278980,Q3345031,parent - child,5234
Q7532374,Q3345518,parent - child,4003
Q5607249,Q3345623,parent - child,3151
Q327477,Q3347878,parent - child,5741
Q4362396,Q3372965,parent - child,2598
Q4977291,Q3373259,parent - child,79
Q3430211,Q3373259,parent - child,79
Q1039779,Q3374548,parent - child,1639
Q3241875,Q3375586,parent - child,319
Q6223504,Q3376482,parent - child,1431
Q16164310,Q3376988,parent - child,5543
Q336537,Q3377178,parent - child,3313
Q317258,Q3377178,parent - child,3313
Q120085416,Q3379618,parent - child,5900
Q936663,Q3379658,parent - child,2670
Q83233,Q3379658,grandparent - child,2670
Q109283833,Q3379808,parent - child,4449
Q3300775,Q3379827,parent - child,4176
Q2750,Q3380591,parent - child,960
Q30728670,Q3387740,parent - child,2345
Q5485816,Q3391168,parent - child,2994
Q5920146,Q3391690,parent - child,1925
Q11955425,Q3392622,parent - child,5802
Q3023740,Q3394674,parent - child,2707
Q12390366,Q3394797,parent - child,5836
Q11955387,Q3394797,parent - child,5836
Q2836267,Q3394879,parent - child,4103
Q3395844,Q3398262,parent - child,644
Q217566,Q3401447,parent - child,2754
Q1691552,Q3402414,parent - child,3661
Q1825205,Q3434195,parent - child,1635
Q77335,Q3434236,parent - child,520
Q76343,Q3434236,parent - child,520
Q285351,Q3435365,parent - child,1984
Q317248,Q3436301,parent - child,854
Q272908,Q3436301,parent - child,854
Q706467,Q3436815,parent - child,509
Q2978445,Q3437089,parent - child,162
Q1684856,Q3437193,parent - child,973
Q2958855,Q3438304,parent - child,4942
Q1386330,Q3439747,parent - child,4595
Q958926,Q3379959,parent - child,2449
Q3103209,Q3380401,parent - child,3634
Q3134677,Q3380908,parent - child,3491
Q3174738,Q3382982,parent - child,2299
Q2263442,Q3383924,parent - child,4074
Q290345,Q3384008,parent - child,1848
Q274947,Q3384096,parent - child,4960
Q1387741,Q3350915,parent - child,2390
Q8873,Q3350953,parent - child,5849
Q981270,Q3350961,parent - child,1127
Q2851070,Q3351122,parent - child,1004
Q2723913,Q3351160,parent - child,1396
Q2830085,Q3351188,parent - child,3026
Q3898147,Q3351364,parent - child,786
Q47368464,Q3351391,parent - child,3301
Q984634,Q3351697,parent - child,1322
Q24203093,Q3351862,parent - child,3233
Q11752586,Q3352541,parent - child,3237
Q3426441,Q3354168,parent - child,4927
Q270441,Q3354814,parent - child,2591
Q5547926,Q3355833,parent - child,3523
Q12482555,Q3357177,parent - child,3877
Q535605,Q3484054,parent - child,3413
Q3241976,Q3484193,parent - child,1804
Q3186632,Q3484193,parent - child,1804
Q37461906,Q3484350,parent - child,411
Q1685667,Q3484352,parent - child,2115
Q12246948,Q3486677,parent - child,1278
Q452371,Q3487185,parent - child,3272
Q53939,Q3487603,parent - child,3198
Q713477,Q3487603,parent - child,3198
Q2180097,Q3488527,parent - child,1077
Q541361,Q3488572,parent - child,3973
Q160318,Q3488976,parent - child,3270
Q4926056,Q3488976,grandparent - child,3270
Q2897911,Q3489398,parent - child,4981
Q3086481,Q3490928,parent - child,1206
Q3296342,Q3490954,parent - child,119
Q229572,Q3491343,parent - child,1871
Q3454165,Q3491343,parent - child,1871
Q4714780,Q3406723,parent - child,1461
Q102113443,Q3411894,parent - child,5440
Q12263111,Q3411908,parent - child,6096
Q3327534,Q3412141,parent - child,4481
Q3102099,Q3417311,parent - child,3023
Q5208548,Q3418709,parent - child,3497
Q5203796,Q3418709,grandparent - child,3497
Q2836568,Q3419563,parent - child,4874
Q659294,Q3424770,parent - child,1274
Q255382,Q3424937,parent - child,202
Q62602,Q3424937,parent - child,202
Q3574105,Q3385157,parent - child,1845
Q3386717,Q3385672,parent - child,5352
Q3085037,Q3385685,parent - child,3232
Q3085166,Q3385949,parent - child,5658
Q315949,Q3386248,parent - child,884
Q53453,Q3387025,parent - child,986
Q54084735,Q3387084,parent - child,4773
Q935962,Q3387256,parent - child,1774
Q2072516,Q3387469,parent - child,1080
Q538411,Q3387469,grandparent - child,1080
Q261284,Q3387469,grandparent - child,1080
Q526743,Q3387469,parent - child,1080
Q33218,Q3387469,grandparent - child,1080
Q1333222,Q3387469,grandparent - child,1080
Q355254,Q3358467,parent - child,171
Q159609,Q3358467,grandparent - child,171
Q29574,Q3358467,grandparent - child,171
Q267367,Q3358467,parent - child,171
Q2662835,Q3358467,grandparent - child,171
Q1373770,Q3358903,parent - child,2610
Q5908274,Q3359618,parent - child,3415
Q10996208,Q3360365,parent - child,1296
Q2817261,Q3366354,parent - child,43
Q4116074,Q3366354,grandparent - child,43
Q294365,Q3366354,grandparent - child,43
Q7244619,Q3366354,parent - child,43
Q1380793,Q3367445,parent - child,2640
Q3345836,Q3367467,parent - child,4831
Q41454657,Q3367496,parent - child,5276
Q1384327,Q3367700,parent - child,1898
Q369282,Q3367700,parent - child,1898
Q538633,Q3368157,parent - child,1851
Q3113819,Q3491137,parent - child,5987
Q288801,Q3495705,parent - child,6164
Q1668864,Q3496696,parent - child,3066
Q400619,Q3497361,parent - child,100
Q38823,Q3497361,grandparent - child,100
Q1729248,Q3498414,parent - child,5344
Q262460,Q3498443,parent - child,209
Q1159055,Q3499484,parent - child,5840
Q255892,Q3501026,parent - child,2868
Q461111,Q3501529,parent - child,3792
Q117141,Q3501650,parent - child,1436
Q224902,Q3501723,parent - child,4154
Q3311604,Q3502168,parent - child,1864
Q3366940,Q3440444,parent - child,5829
Q3569187,Q3440777,parent - child,5389
Q12028604,Q3441129,parent - child,6008
Q296647,Q3441335,parent - child,2492
Q7363498,Q3441366,parent - child,3837
Q455578,Q3442020,parent - child,1588
Q229990,Q3442224,parent - child,3109
Q103784,Q3442834,parent - child,2481
Q19861353,Q3444978,parent - child,3853
Q20749490,Q3445016,parent - child,804
Q6036129,Q3445726,parent - child,4100
Q24932627,Q3430935,parent - child,1054
Q6765726,Q3432049,parent - child,3816
Q18693226,Q3427935,parent - child,2307
Q4961725,Q3427935,parent - child,2307
Q316519,Q3428023,parent - child,4424
Q4945961,Q3428023,parent - child,4424
Q10861009,Q3428329,parent - child,4448
Q331,Q3430265,parent - child,679
Q2977307,Q3430728,parent - child,5138
Q6963171,Q3498996,parent - child,915
Q2646553,Q3498996,grandparent - child,915
Q7613179,Q3498997,parent - child,111
Q8079318,Q3499771,parent - child,5048
Q194291,Q3503882,parent - child,1813
Q25906084,Q3505238,parent - child,6006
Q9369213,Q3505255,parent - child,3814
Q3508117,Q3505255,parent - child,3814
Q6240065,Q3505591,parent - child,838
Q56678614,Q3505591,grandparent - child,838
Q61831200,Q3505591,grandparent - child,838
Q3569187,Q3510327,parent - child,5389
Q505466,Q3513911,parent - child,1850
Q2907649,Q3480017,parent - child,458
Q712134,Q3481765,parent - child,3461
Q912931,Q3481851,parent - child,2577
Q3520181,Q3482430,parent - child,5287
Q2411177,Q3525355,parent - child,4792
Q3144876,Q3525635,parent - child,636
Q261227,Q3525929,parent - child,4564
Q19915711,Q3526023,parent - child,4551
Q337226,Q3528268,parent - child,2902
Q3428015,Q3528619,parent - child,6120
Q3025632,Q3528679,parent - child,3666
Q317248,Q3529079,parent - child,854
Q272908,Q3529079,parent - child,854
Q23722398,Q3529579,parent - child,695
Q3677243,Q3529579,parent - child,695
Q4647568,Q3530087,parent - child,1382
Q3635767,Q3530233,parent - child,4808
Q31500636,Q3530637,parent - child,5355
Q272083,Q3531316,parent - child,3300
Q167573,Q3540506,parent - child,4158
Q514104,Q3453412,parent - child,2692
Q2671626,Q3459102,parent - child,4496
Q4538301,Q3460875,parent - child,4187
Q1459658,Q3460875,parent - child,4187
Q4302604,Q3467611,parent - child,4249
Q2556603,Q3469385,parent - child,190
Q1844621,Q3470077,parent - child,1201
Q295093,Q3470077,parent - child,1201
Q3472092,Q3472093,parent - child,138
Q934682,Q3473254,parent - child,3218
Q543169,Q3473265,parent - child,5
Q449640,Q3473265,parent - child,5
Q295093,Q3473378,parent - child,1201
Q6183690,Q3476232,parent - child,2084
Q2849181,Q3476327,parent - child,1643
Q350570,Q3476726,parent - child,800
Q457705,Q3479350,parent - child,1583
Q169218,Q3479394,parent - child,2281
Q920072,Q3479644,parent - child,5585
Q315551,Q3482658,parent - child,5390
Q3095179,Q3514639,parent - child,6022
Q2002354,Q3514836,parent - child,1390
Q215782,Q3515771,parent - child,590
Q983328,Q3517911,parent - child,3770
Q124512377,Q3518207,parent - child,3196
Q124512377,Q3518212,parent - child,3196
Q3541504,Q3518214,parent - child,653
Q2219076,Q3518214,grandparent - child,653
Q63166839,Q3518214,grandparent - child,653
Q3595821,Q3518417,parent - child,2498
Q325470,Q3518417,parent - child,2498
Q3178821,Q3518753,parent - child,4305
Q3523458,Q3519776,parent - child,4258
Q3535532,Q3520187,parent - child,5426
Q16197687,Q3520250,parent - child,2410
Q3520878,Q3520886,parent - child,4166
Q5796923,Q3520901,parent - child,693
Q7238299,Q3520964,parent - child,3852
Q16734698,Q3521531,parent - child,5567
Q3027985,Q3521617,parent - child,5113
Q132489,Q3521946,parent - child,253
Q6956742,Q3521946,parent - child,253
Q6495834,Q3522148,parent - child,105
Q60068,Q3522148,parent - child,105
Q2720141,Q3522294,parent - child,1514
Q7290753,Q3523063,parent - child,899
Q3523458,Q3523083,parent - child,4258
Q3173022,Q3524034,parent - child,4634
Q3524596,Q3524053,parent - child,2197
Q1688950,Q3524655,parent - child,3720
Q983475,Q3524779,parent - child,4527
Q470875,Q3524779,grandparent - child,4527
Q3973180,Q3568759,parent - child,2280
Q272401,Q3568759,parent - child,2280
Q3099909,Q3570589,parent - child,3259
Q274277,Q3570840,parent - child,115
Q515904,Q3570840,parent - child,115
Q3154370,Q3570870,parent - child,981
Q3318543,Q3571283,parent - child,477
Q3148610,Q3571288,parent - child,1697
Q3384169,Q3571680,parent - child,1698
Q721491,Q3571729,parent - child,807
Q2405300,Q3571782,parent - child,4641
Q20732254,Q3571886,parent - child,362
Q4264061,Q3572174,parent - child,4938
Q76167,Q3572174,parent - child,4938
Q981398,Q3572174,grandparent - child,4938
Q6514303,Q3572265,parent - child,600
Q7057620,Q3572524,parent - child,791
Q274082,Q3573455,parent - child,1980
Q367973,Q3573455,parent - child,1980
Q557388,Q3573536,parent - child,3819
Q277444,Q3573668,parent - child,1991
Q613191,Q3574658,parent - child,1827
Q218311,Q3579460,parent - child,5610
Q3886405,Q3659254,parent - child,3524
Q106940,Q3659254,parent - child,3524
Q451206,Q3659431,parent - child,678
Q433903,Q3659431,parent - child,678
Q56074,Q3660315,parent - child,2341
Q6321752,Q3660315,parent - child,2341
Q2744873,Q3660574,parent - child,1219
Q8052422,Q3661782,parent - child,6220
Q2669336,Q3663579,parent - child,3654
Q3742166,Q3616822,parent - child,2680
Q3802287,Q3616822,parent - child,2680
Q19727796,Q3619178,parent - child,2025
Q472856,Q3619515,parent - child,4051
Q3439989,Q3574974,parent - child,2139
Q3247658,Q3575465,parent - child,3613
Q2868332,Q3575465,parent - child,3613
Q20961846,Q3576455,parent - child,5718
Q3292650,Q3580168,parent - child,3315
Q1390617,Q3591255,parent - child,2466
Q3705006,Q3667473,parent - child,3360
Q3931418,Q3667473,parent - child,3360
Q1541570,Q3667475,parent - child,6051
Q3623964,Q3667479,parent - child,5618
Q3611792,Q3667500,parent - child,497
Q727752,Q3674951,parent - child,192
Q272145,Q3674951,parent - child,192
Q733698,Q3675836,parent - child,6039
Q23815281,Q3676086,parent - child,1555
Q235346,Q3676126,parent - child,1052
Q506592,Q3676126,parent - child,1052
Q1145222,Q3531782,parent - child,2346
Q2063696,Q3531971,parent - child,3235
Q8045771,Q3531971,parent - child,3235
Q10856383,Q3532648,parent - child,6111
Q5512301,Q3532853,parent - child,2337
Q2049688,Q3533144,parent - child,272
Q7532374,Q3534361,parent - child,4003
Q2514234,Q3539618,parent - child,2073
Q1930835,Q3539641,parent - child,3071
Q314265,Q3539641,grandparent - child,3071
Q16672821,Q3541498,parent - child,4403
Q2219076,Q3541504,parent - child,653
Q63166839,Q3541504,parent - child,653
Q654886,Q3542702,parent - child,2502
Q38849,Q3543364,parent - child,226
Q17477999,Q3543485,parent - child,2635
Q3546694,Q3543667,parent - child,3144
Q3544988,Q3543972,parent - child,4206
Q11365365,Q3544366,parent - child,1552
Q332485,Q3545257,parent - child,2188
Q62845,Q3545345,parent - child,3627
Q685581,Q3545345,grandparent - child,3627
Q6788142,Q3545489,parent - child,3495
Q2197580,Q3546728,parent - child,3470
Q267335,Q3547728,parent - child,1886
Q1360254,Q3547968,parent - child,324
Q445145,Q3547968,parent - child,324
Q345494,Q3548289,parent - child,4432
Q11425191,Q3548289,grandparent - child,4432
Q2124,Q3554215,parent - child,488
Q467628,Q3554215,parent - child,488
Q93535,Q3735133,parent - child,1037
Q313752,Q3735133,parent - child,1037
Q160770,Q3735133,grandparent - child,1037
Q170184,Q3735133,grandparent - child,1037
Q834621,Q3735288,parent - child,3449
Q777287,Q3735288,parent - child,3449
Q161842,Q3735691,parent - child,5400
Q152239,Q3736070,parent - child,3324
Q1009513,Q3736843,parent - child,1037
Q158258,Q3736843,grandparent - child,1037
Q236678,Q3736843,grandparent - child,1037
Q360084,Q3737434,parent - child,2968
Q114063,Q3737796,parent - child,11
Q1069850,Q3738012,parent - child,5755
Q3756999,Q3738047,parent - child,4374
Q3751373,Q3738135,parent - child,4164
Q937956,Q3738174,parent - child,290
Q533830,Q3740289,parent - child,5443
Q152239,Q3743314,parent - child,3324
Q701926,Q3547975,parent - child,2782
Q4205284,Q3548239,parent - child,4909
Q983317,Q3550710,parent - child,6173
Q63869607,Q3553719,parent - child,5922
Q2371660,Q3554457,parent - child,1130
Q1357368,Q3555710,parent - child,1434
Q3121553,Q3557679,parent - child,3638
Q15879112,Q3558301,parent - child,712
Q59813,Q3558314,parent - child,5518
Q2965753,Q3559621,parent - child,2632
Q1209826,Q3559869,parent - child,2244
Q48283,Q3560127,parent - child,607
Q63033502,Q3742229,parent - child,2208
Q1009513,Q3743378,parent - child,1037
Q158258,Q3743378,grandparent - child,1037
Q236678,Q3743378,grandparent - child,1037
Q350789,Q3743800,parent - child,2472
Q16407521,Q3744072,parent - child,2241
Q465950,Q3744327,parent - child,2272
Q3760935,Q3749290,parent - child,538
Q511520,Q3749740,parent - child,4095
Q20670184,Q3749879,parent - child,1218
Q3939348,Q3749945,parent - child,296
Q2832997,Q3591286,parent - child,5913
Q22667561,Q3592799,parent - child,386
Q467150,Q3593286,parent - child,3515
Q108101296,Q3593944,parent - child,1380
Q808685,Q3594635,parent - child,2919
Q470135,Q3595147,parent - child,34
Q13564550,Q3595178,parent - child,1873
Q7493263,Q3595198,parent - child,5111
Q14943379,Q3595207,parent - child,385
Q465051,Q3595812,parent - child,4082
Q7240175,Q3595812,parent - child,4082
Q312719,Q3595919,parent - child,3345
Q3086991,Q3595919,grandparent - child,3345
Q3632354,Q3595919,grandparent - child,3345
Q18676875,Q3596070,parent - child,4466
Q25106,Q3697447,parent - child,2751
Q3659629,Q3697468,parent - child,443
Q16524645,Q3697532,parent - child,5659
Q677367,Q3700062,parent - child,4910
Q256677,Q3700226,parent - child,2314
Q313013,Q3700226,parent - child,2314
Q29230,Q3701548,parent - child,407
Q11856875,Q3701548,parent - child,407
Q19601968,Q3701571,parent - child,3717
Q19602821,Q3701571,parent - child,3717
Q3763600,Q3701811,parent - child,6213
Q3712505,Q3701868,parent - child,6101
Q16121330,Q3703219,parent - child,4888
Q3938686,Q3703522,parent - child,1032
Q3896957,Q3706332,parent - child,1262
Q242351,Q3713655,parent - child,1187
Q22686,Q3713655,parent - child,1187
Q3752663,Q3713655,grandparent - child,1187
Q3435762,Q3560750,parent - child,4243
Q351862,Q3561339,parent - child,919
Q1757508,Q3561544,parent - child,2959
Q169020,Q3561901,parent - child,4500
Q3490616,Q3562665,parent - child,3433
Q65123791,Q3564308,parent - child,1486
Q317880,Q3564313,parent - child,2371
Q1538469,Q3565597,parent - child,1952
Q5828209,Q3565615,parent - child,4673
Q112393716,Q3565615,parent - child,4673
Q11765316,Q3622882,parent - child,4740
Q12412964,Q3626005,parent - child,5714
Q146444,Q3626525,parent - child,89
Q467408,Q3626525,grandparent - child,89
Q1686232,Q3630005,parent - child,1064
Q7499788,Q3630005,parent - child,1064
Q7286312,Q3633236,parent - child,1521
Q620287,Q3633236,parent - child,1521
Q61193,Q3634346,parent - child,4659
Q312691,Q3716862,parent - child,6061
Q3608638,Q3719691,parent - child,90
Q3605478,Q3720932,parent - child,3534
Q3763388,Q3605659,parent - child,1605
Q963499,Q3608564,parent - child,777
Q2568825,Q3609544,parent - child,3710
Q365044,Q3609675,parent - child,4034
Q455280,Q3609871,parent - child,3541
Q41733016,Q3610016,parent - child,609
Q1046087,Q3750774,parent - child,1866
Q561484,Q3750774,parent - child,1866
Q458702,Q3751061,parent - child,1323
Q18696606,Q3751061,parent - child,1323
Q3754046,Q3752146,parent - child,4008
Q2526035,Q3753023,parent - child,1556
Q3296350,Q3754340,parent - child,3013
Q75619692,Q3612429,parent - child,2666
Q3770766,Q3725850,parent - child,2893
Q3769723,Q3725945,parent - child,1146
Q179982,Q3762268,parent - child,866
Q556116,Q3762525,parent - child,5493
Q3702392,Q3762642,parent - child,922
Q503840,Q3762696,parent - child,4326
Q516106,Q3763355,parent - child,452
Q55468,Q3763355,parent - child,452
Q313243,Q3765047,parent - child,4848
Q282641,Q3765212,parent - child,1646
Q4464938,Q3724579,parent - child,3839
Q1055575,Q3725703,parent - child,1295
Q53052,Q3726090,parent - child,508
Q242351,Q3731533,parent - child,1187
Q22686,Q3731533,parent - child,1187
